epoch,train_loss,train_acc,test_loss,test_acc
1,172.6518478040342,0.008969907407407407,82.31847155535662,0.004629629629629629
2,80.67198905238399,0.06105324074074074,79.21735466851129,0.11805555555555555
3,78.47027944635462,0.12123842592592593,77.5662183408384,0.12268518518518519
4,76.98579208939164,0.12268518518518519,76.17305911028826,0.12268518518518519
5,75.82526178713198,0.12268518518518519,75.25338759245696,0.12268518518518519
6,74.99949130305538,0.12239583333333333,74.55589011863425,0.12268518518518519
7,74.38949682094433,0.12268518518518519,73.97065452293113,0.12268518518518519
8,73.96367037737811,0.12268518518518519,73.66032734623661,0.12268518518518519
9,73.62129629982843,0.12268518518518519,73.48668600011754,0.12268518518518519
10,73.39653728626392,0.12239583333333333,73.16038866396303,0.12268518518518519
11,73.22518301010132,0.12268518518518519,73.02626998336227,0.12268518518518519
12,73.04164701037936,0.12268518518518519,72.89054128858778,0.12268518518518519
13,72.89450984530978,0.12268518518518519,72.74269344188549,0.12268518518518519
14,72.81052981482611,0.12268518518518519,72.70223052413375,0.12268518518518519
15,72.77001834798742,0.12239583333333333,72.6151123046875,0.12268518518518519
16,72.69748700106585,0.12210648148148148,72.46862672876429,0.12268518518518519
17,72.62009025503087,0.12268518518518519,72.45184841862431,0.12268518518518519
18,72.51397864023845,0.12268518518518519,72.40867367497196,0.12268518518518519
19,72.45411528481378,0.12239583333333333,72.36750948870623,0.12268518518518519
20,72.4034544803478,0.12268518518518519,72.29662838688603,0.12268518518518519
21,72.38024822870891,0.12268518518518519,72.21816917702004,0.12268518518518519
22,72.29954610047517,0.12239583333333333,72.22221049556026,0.12268518518518519
23,72.2915964656406,0.12239583333333333,72.12293879191081,0.12268518518518519
24,72.2687097478796,0.12239583333333333,72.11613542062265,0.12268518518518519
25,72.19349350752654,0.12268518518518519,72.12054725929544,0.12268518518518519
26,72.14839848765621,0.12268518518518519,72.06585545010037,0.12268518518518519
27,72.09025545473452,0.12268518518518519,72.0070277320014,0.12268518518518519
28,72.07060075689245,0.12268518518518519,72.07292034007885,0.12268518518518519
29,72.03099877746017,0.12268518518518519,71.93888600667317,0.12268518518518519
30,71.99562187548037,0.12210648148148148,71.98937472590694,0.12268518518518519
