epoch,train_loss,train_acc,test_loss,test_acc
1,125.39985815684001,0.08217592592592593,111.363527086046,0.12268518518518519
2,102.83677150585034,0.12268518518518519,95.50304511741355,0.12268518518518519
3,90.870082254763,0.12268518518518519,86.63577524820964,0.12268518518518519
4,84.0833000253748,0.12239583333333333,81.34879514906142,0.12268518518518519
5,79.8202657699585,0.12239583333333333,77.96425685176143,0.12268518518518519
6,77.1439402015121,0.12210648148148148,76.05384501704464,0.12152777777777778
7,75.46416782449793,0.12268518518518519,74.58815235561795,0.12268518518518519
8,74.34905230557477,0.12210648148148148,73.87872597023294,0.12268518518518519
9,73.64503305929678,0.12268518518518519,73.25230379457827,0.12268518518518519
10,73.15115056214509,0.12239583333333333,72.83102975068269,0.12268518518518519
11,72.79267132723773,0.12268518518518519,72.74274437515824,0.12152777777777778
12,72.5845610830519,0.12268518518518519,72.44345813327365,0.12268518518518519
13,72.3816233034487,0.12268518518518519,72.33050021418819,0.12268518518518519
14,72.2405014567905,0.12268518518518519,72.19601970248752,0.12268518518518519
15,72.12953261975889,0.12210648148148148,72.14595081188061,0.12268518518518519
16,71.99321792743824,0.12239583333333333,71.96686497441044,0.12268518518518519
17,71.8602620937206,0.12355324074074074,72.01162401835124,0.125
18,71.7693720570317,0.1244212962962963,71.89263661702473,0.12037037037037036
19,71.66251145468817,0.1244212962962963,71.7703045739068,0.125
20,71.55773539013333,0.1255787037037037,71.67902169404206,0.1261574074074074
21,71.40746890174017,0.12528935185185186,71.68369660554109,0.12731481481481483
22,71.29665037437722,0.12731481481481483,71.52570957607693,0.1261574074074074
23,71.15975577742965,0.13194444444444445,71.42385334438748,0.12962962962962962
24,70.96817401603415,0.1322337962962963,71.22598012288411,0.13657407407407407
25,70.84071060463235,0.1345486111111111,71.30908415052626,0.1284722222222222
26,70.72478326161702,0.13657407407407407,71.2206613752577,0.12962962962962962
27,70.53517117323699,0.13802083333333334,70.99061626858182,0.13657407407407407
28,70.41002557895801,0.13773148148148148,71.0672230190701,0.1412037037037037
29,70.24013372703836,0.14265046296296297,70.65753689518681,0.14351851851851852
30,70.05112160576715,0.14467592592592593,70.52516357987015,0.14583333333333334
