epoch,train_loss,train_acc,test_loss,test_acc
1,45.42225681852411,0.11921296296296297,37.1592378086514,0.125
2,36.01621631339744,0.13078703703703703,35.10784615410699,0.1550925925925926
3,34.365854965315926,0.1527777777777778,34.008998446994354,0.16666666666666666
4,33.1777179285332,0.17100694444444445,33.0262060518618,0.1701388888888889
5,31.98481282922957,0.18778935185185186,32.037116580539276,0.18287037037037038
6,31.048907540462636,0.1970486111111111,31.397150993347168,0.19328703703703703
7,29.90683063312813,0.21238425925925927,30.493024702425355,0.20949074074074073
8,28.807065862196463,0.2361111111111111,29.50756276095355,0.22106481481481483
9,27.868430033878045,0.26157407407407407,28.671833691773593,0.2361111111111111
10,27.038343482547337,0.26591435185185186,27.966958743554574,0.2523148148148148
11,26.07241768307156,0.28414351851851855,26.924936011985498,0.2662037037037037
12,25.138446196361823,0.3058449074074074,26.60750777633102,0.27546296296296297
13,24.28169795760402,0.32060185185185186,26.34811086124844,0.2800925925925926
14,23.602177962108893,0.3263888888888889,25.579725601055003,0.28935185185185186
15,22.831108110922354,0.34664351851851855,24.66565986915871,0.3101851851851852
16,22.125228722890217,0.35358796296296297,24.252261126482928,0.32175925925925924
17,21.41572214938976,0.3822337962962963,23.76393341135096,0.3333333333333333
18,20.73122434152497,0.39033564814814814,23.281432699274134,0.33217592592592593
19,20.058066761052167,0.4163773148148148,22.917367555477,0.34837962962962965
20,19.321849593409784,0.42332175925925924,22.57419560573719,0.34953703703703703
21,18.68565770431801,0.4351851851851852,22.217006780483104,0.38773148148148145
22,17.933475416015696,0.4615162037037037,21.313299894332886,0.3958333333333333
23,17.47111365750984,0.4739583333333333,21.11768184767829,0.38657407407407407
24,16.67559222711457,0.4956597222222222,20.533879138805247,0.4074074074074074
25,16.026577221022713,0.5086805555555556,20.546164097609342,0.40046296296296297
26,15.246586539679104,0.5460069444444444,20.453003883361816,0.41550925925925924
27,14.650521643735745,0.5517939814814815,19.92908830112881,0.43171296296296297
28,14.225254931383663,0.5732060185185185,18.973385974212928,0.44907407407407407
29,13.688578129918486,0.5882523148148148,19.191047173959237,0.4548611111111111
30,13.12771972682741,0.5995370370370371,18.458007468117607,0.45949074074074076
