epoch,train_loss,train_acc,test_loss,test_acc
1,79.77166624422426,0.06018518518518518,78.50452988236039,0.12152777777777778
2,77.51214949289958,0.12210648148148148,76.49871331674082,0.12037037037037036
3,75.78830860279224,0.12239583333333333,75.23717505843551,0.12037037037037036
4,74.74847217842385,0.12210648148148148,74.43906190660265,0.12037037037037036
5,74.06466856709233,0.12355324074074074,73.83612915321633,0.12152777777777778
6,73.53432944968894,0.12181712962962964,73.39140602394387,0.12384259259259259
7,73.13691289336593,0.12181712962962964,73.10730178267868,0.12152777777777778
8,72.77314555203473,0.12268518518518519,72.78004271895797,0.11805555555555555
9,72.499643890946,0.12297453703703703,72.5105352754946,0.12152777777777778
10,72.25482064706308,0.12008101851851852,72.34210727832935,0.12037037037037036
11,72.05748801761203,0.12123842592592593,72.13237211439345,0.125
12,71.86734911247537,0.125,71.93749413666902,0.12268518518518519
13,71.65489059024387,0.12152777777777778,71.84269445913809,0.12384259259259259
14,71.56274770807337,0.125,71.72855829309535,0.13078703703703703
15,71.36308277977838,0.12413194444444445,71.57337443033855,0.125
16,71.23348689962316,0.12413194444444445,71.31083114058883,0.125
17,71.0886131922404,0.1284722222222222,71.32195062990542,0.13078703703703703
18,70.95350959565904,0.1284722222222222,71.3241872434263,0.12384259259259259
19,70.80428201180918,0.12962962962962962,71.11696483470776,0.12731481481481483
20,70.74230501386855,0.12731481481481483,71.13884191159849,0.1284722222222222
21,70.56819813339798,0.1293402777777778,70.80176388775861,0.13194444444444445
22,70.33605126981382,0.1322337962962963,71.13984877974899,0.1284722222222222
23,70.23931167743824,0.13049768518518517,70.64135212368436,0.13078703703703703
24,70.08018883952388,0.13078703703703703,70.655376151756,0.11805555555555555
25,69.91967911190457,0.13252314814814814,70.3898206640173,0.13194444444444445
26,69.73051240709093,0.1310763888888889,70.46152079546893,0.1284722222222222
27,69.58226864426224,0.1293402777777778,70.28781389307093,0.13310185185185186
28,69.46548912260268,0.13049768518518517,70.14863395690918,0.12384259259259259
29,69.27473202458134,0.1284722222222222,70.06827785350659,0.12962962962962962
30,69.03175770794904,0.13136574074074073,69.76313548617892,0.12962962962962962
