epoch,train_loss,train_acc,test_loss,test_acc
1,36.957103018407466,0.11689814814814815,35.29801273345947,0.12962962962962962
2,34.62773185306125,0.13136574074074073,34.13530907807527,0.1412037037037037
3,33.408754189809166,0.1478587962962963,33.37585327360365,0.15162037037037038
4,32.35303924260316,0.16782407407407407,32.708658677560315,0.16666666666666666
5,31.31884421242608,0.1840277777777778,31.687785219263148,0.1909722222222222
6,30.371237136699534,0.1958912037037037,30.84460555182563,0.19328703703703703
7,29.460289107428657,0.20775462962962962,29.992476728227402,0.20949074074074073
8,28.645225906813586,0.22569444444444445,29.322713127842658,0.21412037037037038
9,27.78762857560758,0.24305555555555555,28.495370599958633,0.23842592592592593
10,26.985022149704122,0.26707175925925924,27.948197974099052,0.2488425925925926
11,26.095839853639955,0.27806712962962965,27.39065667434975,0.2650462962962963
12,25.29873745971256,0.30179398148148145,26.855006606490523,0.2789351851851852
13,24.57232807079951,0.3159722222222222,26.130603825604474,0.30092592592592593
14,23.789311113180936,0.33130787037037035,25.212718892980504,0.30439814814814814
15,23.090486060689997,0.34780092592592593,24.768936819500393,0.33449074074074076
16,22.25194526160205,0.36140046296296297,24.437274235266226,0.31712962962962965
17,21.503729184468586,0.37991898148148145,23.8873375610069,0.3333333333333333
18,20.75345558148843,0.3949652777777778,23.15617287600482,0.33217592592592593
19,20.05964457988739,0.41608796296296297,22.74995403819614,0.3576388888888889
20,19.366832998063828,0.4207175925925926,22.485960827933418,0.35648148148148145
21,18.60308206964422,0.43952546296296297,21.83114227542171,0.3900462962962963
22,18.15105570797567,0.46585648148148145,21.888868888219196,0.3726851851851852
23,17.413142334531855,0.46846064814814814,21.19147613313463,0.3912037037037037
24,16.866767468275846,0.4947916666666667,20.44803614969607,0.3912037037037037
25,16.13990264027207,0.5170717592592593,20.48639204767015,0.4131944444444444
26,15.568078195055326,0.5269097222222222,20.55190231181957,0.4201388888888889
27,15.074649146309605,0.5405092592592593,19.92000839886842,0.42824074074074076
28,14.422328626668012,0.5601851851851852,19.27448006912514,0.4305555555555556
29,13.91625080395628,0.5688657407407407,19.07202120621999,0.44560185185185186
30,13.403642870209834,0.5853587962962963,19.315336995654636,0.4351851851851852
