epoch,train_loss,train_acc,test_loss,test_acc
1,74.39095377039027,0.11863425925925926,71.26340343334057,0.1284722222222222
2,69.83022251835575,0.13570601851851852,68.98101269757306,0.14699074074074073
3,67.56819075125235,0.15653935185185186,67.37566806651928,0.15625
4,65.48395455325091,0.16724537037037038,65.56673749287923,0.17476851851851852
5,63.424353228674995,0.1814236111111111,63.68611137955277,0.18518518518518517
6,61.45403611218488,0.19560185185185186,62.16869714525011,0.1875
7,59.73349753132573,0.2092013888888889,60.94876112761321,0.19907407407407407
8,58.115614308251274,0.22511574074074073,59.27135184959129,0.21875
9,56.482969760894775,0.24016203703703703,58.01915218211986,0.22916666666666666
10,54.83393979955603,0.2578125,56.86766391330295,0.25
11,53.407485237828006,0.26880787037037035,55.69695642259386,0.25462962962962965
12,51.89167499542236,0.2864583333333333,54.716574562920464,0.2534722222222222
13,50.37703592688949,0.29716435185185186,53.6130515910961,0.2638888888888889
14,49.08984966631289,0.3142361111111111,53.28190754078053,0.27314814814814814
15,47.74635711422673,0.33217592592592593,51.607310895566584,0.29398148148148145
16,46.307541326240255,0.3411458333333333,50.783544611047816,0.30324074074074076
17,45.03816684087118,0.35300925925925924,50.14236323038737,0.3148148148148148
18,43.57215032754121,0.3695023148148148,49.270408347800924,0.32523148148148145
19,42.605519179944636,0.38744212962962965,48.0269718170166,0.32060185185185186
20,41.19067219451622,0.39525462962962965,47.722594296490705,0.33796296296296297
21,40.11498260498047,0.41001157407407407,46.24149732236509,0.3472222222222222
22,38.99272657323767,0.4195601851851852,46.25622092352973,0.3587962962962963
23,37.507520569695366,0.43547453703703703,44.78492471906874,0.3715277777777778
24,36.15083956718445,0.4609375,44.40423259028682,0.375
25,35.04519107606676,0.48466435185185186,43.714740399961116,0.37037037037037035
26,34.35506853350886,0.48032407407407407,44.134264875341344,0.4027777777777778
27,33.19195956654019,0.5017361111111112,42.83021831512451,0.39814814814814814
28,32.074287785424126,0.5173611111111112,42.461742648371946,0.39351851851851855
29,31.19634940006115,0.5306712962962963,42.36180623372396,0.41087962962962965
30,30.20820586769669,0.5471643518518519,41.538493403682004,0.40046296296296297
